sno,broadcaster,channelName,lang,cost,genre,streamType,airtelChannelNum,dishTVChannelNum,sunDirectChannelNum,tataSkyChannelNum,d2hChannelNum
198,JANVANI BROADCASTING CORPORATION LTD,P7 GUJARATI,GUJRATI/ENGLISH/ALL OTHER INDIAN SCHEDULE LANGUAGES,0,,,,,,,
199,JANVANI BROADCASTING CORPORATION LTD,SNEHA TV (EARLIER P7 NEWS BEFORE THAT PBC TV),"PUNJABI, ENGLISH/ OTHER INDIAN LANGUAGES",0,,,,,,,
200,JEEVAN TELECASTING CORPORATION LIMITED,JEEVAN TV,MALAYALAM,0,,,,,,,
201,JOSH MEDIA VISION PVT LTD,MBC TV (VON JANTA KI AWAAZ),HINDI/ ENGLISH/ BENGALI,0,,,,,,,
202,JSK MULTI PRODUCTS PVT. LTD,DAY N NIGHT NEWS,PUNJABI/ HINDI/ ENGLISH,0,,,,,,,
203,K.K. MEDIA PRODUCTION PVT.LTD.,TOP(EARLIER: OM BANGLA ),"BENGALI,HINDI,ENGLISH AND ALL OTHER INDIAN SCHEDULE LANGUAGE",0,,,,,,,
204,KALAIGNAR TV PRIVATE LIMITED,KALAIGNAR CHITHIRAM,TAMIL,0,,,,,,,
205,KALAIGNAR TV PRIVATE LIMITED,KALAIGNAR ISAI ARUVI,TAMIL,0,,,,,,,
206,KALAIGNAR TV PRIVATE LIMITED,KALAIGNAR MURASU,TAMIL,0,,,,,,,
207,KALAIGNAR TV PRIVATE LIMITED,KALAIGNAR SEITHIGAL,TAMIL,0,,,,,,,
208,KALAIGNAR TV PRIVATE LIMITED,KALAIGNAR SIRIPPOLI,TAMIL,0,,,,,,,
209,KALAIGNAR TV PRIVATE LIMITED,KALAIGNAR TV,TAMIL,0,,,,,,,
210,Kalinga Media & Entertainment Pvt. Ltd.,Kalinga TV,"Hindi, English, Oriya and all other schedule Indian language",0,,,,,,,
211,KAMADHENU TELEFILMS PRIVATE LIMITED,"Ayush TV (earlier AYURVEDA TV, SREE TV)","HINDI, TELUGU, KANNADA, TAMIL, MALYALAM, ENGLISH",0,,,,,,,
212,KAMADHENU TELEFILMS PRIVATE LIMITED,SRI SANKARA,HINDI/ TELUGU/ KANNADA/ TAMIL/ MALAYALAM/ ENGLISH,0,,,,,,,
213,KAMYAB TELEVISION PRIVATE LIMITED,ODISHA TIME (earlier KAMYAB TV),ORIYA,0,,,,,,,
214,KASHISH DEVELOPERS LTD.,KASHISH NEWS,"HINDI, ENGLISH AND ALL OTHER INDIAN SCHEDULE LANGUAGES.",0,,,,,,,
215,KASTHURI MEDIAS PRIVATE LIMITED,Kasthuri,KANNADA,0,,,,,,,
216,KASTHURI MEDIAS PRIVATE LIMITED,Kasthuri News 24,KANNADA,0,,,,,,,
217,KCB Builders & Developers Pvt Ltd,Sarthi,"English Hindi, Punjabi & All India Languages",0,,,,,,,
218,KDM MEDIA PRIVATE LIMITED,I PLUS TV (Earlier SHAKTI TV),HINDI/ PUNJABI/ ENGLISH,0,,,,,,,
219,kerala communications cable ltd.,Kerala Vision,"Malayalam, english, punjabi, fall scheduled indian Lanuguage",0,,,,,,,
220,KERELA KAUMUDI PVT LTD,KAUMUDY,MALAYALAM,0,,,,,,,
221,KHUSBOO MULTIMEDIA PVT. LTD.,KHUSBOO BANGLA,"HINDI, ORIYA, ENGLISH, BENGALI",0,,,,,,,
222,KRISHNA SHOWBIZ SERVICES PVT. LTD.,DILLAGIII,HINDI,0,,,,,,,
223,KRISHNA SHOWBIZ SERVICES PVT. LTD.,MAUJA MOSTII,HINDI,0,,,,,,,
224,KRISHNA SHOWBIZ SERVICES PVT. LTD.,TAK DHINA DIN,HINDI,0,,,,,,,
225,Lakshmi Gold Khazaanaa Pvt. Ltd.,TV1 News 24*7,"Kannada, English, Hindi, Punjabi and All Indian Language",0,,,,,,,
226,LAMHAS SATELLITE SERVICES LIMITED,RUSSIA TODAY,ENGLISH,0,,,,,,,
227,Landmark Apartment Pvt. Ltd.,Hindi Khabar (Earlier I-Witness),Hindi Language,0,,,,,,,
228,Landmark Infonet Pvt. Ltd.,Ok India (earlier known as L-TV),Hindi Language,0,,,,,,,
229,LIVE NEWS INDIA NETWORK PVT LTD,Lotus News (Earlier known as NATION NEWS),"HINDI, ENGLISH AND ALL OTHER INDIAN SCHEDULE LANGUAGES",0,,,,,,,
230,Live Today TV & Web Private Ltd,AM News-Spandan Maharashtrache,"Marathi, English, Hindi and all Indian Scheduled Languages",0,,,,,,,
231,M.H. ONE TV NETWORK LIMITED,MH 1,HINDI,0,,,,,,,
232,M.H. ONE TV NETWORK LIMITED,MH ONE NEWS,HINDI,0,,,,,,,
233,M.H. ONE TV NETWORK LIMITED,MH ONE SHRADDHA,HINDI,0,,,,,,,
234,MADHA MEDIA RENAISSANCE PVT. LTD,Madha TV (earlier KRISHANA TV),TAMIL & ENGLISH,0,,,,,,,
235,MADHYAMAM BROADCASTING LTD,MEDIA ONE TV,MALAYALAM/ ENGLISH,0,,,,,,,
236,MADURAI KRISHNA NETWORK PVT. LTD.,MK Six,All Indian Languages,0,,,,,,,
237,MADURAI KRISHNA NETWORK PVT. LTD.,MK TELEVISION,TAMIL,0,,,,,,,
238,MADURAI KRISHNA NETWORK PVT. LTD.,MK Tunes,All Indian Languages,0,,,,,,,
239,MAKKAL THOLAI THODARPU KUZHUMAM LIMITED,MAKKAL TV,TAMIL & ENGLISH,0,,,,,,,
240,MALAYALAM COMMUNICATIONS LIMITED,KAIRALI,MALAYALAM,0,,,,,,,
241,MALAYALAM COMMUNICATIONS LIMITED,Kairali News,MALAYALAM,0,,,,,,,
242,MALAYALAM COMMUNICATIONS LIMITED,WE,MALAYALAM,0,,,,,,,
243,Mass Telecasting pvt. Ltd.,MUBU TV (EARLIER MT),"English, hindi, punjabi, & all indian reginal language",0,,,,,,,
244,MAYAJAAL ENTERTAINMENT LIMITED,VAANAVIL TV (Earlier SPLASH TV),ENGLISH/ ALL INDIAN LANGUAGES,0,,,,,,,
245,MCN INTERNATIONAL INDIA PVT LTD.,CHANNEL NEWS ASIA INTERNATIONAL,ENGLISH,0,,,,,,,
246,MEDIA GURU BROADCAST PVT LTD,ANANDAM (EARLIER :MY TV(MDP TV) ),HINDI AND ALL OTHER INDIAN SCHEDULE LANGUAGES,0,,,,,,,
247,MEDIA GURU BROADCAST PVT LTD,EDU TV,"ENGLISH, HINDI AND ALL OTHER INDIAN SCHEDULE LANGUAGES.",0,,,,,,,
248,MEDIA GURU NEWS PVT. LTD.,News 11 Bharart,"HINDI, ENGLISH AND ALL OTHER INDIAN SCHEDULE LANGUAGE",0,,,,,,,
249,MEDIA NETWORK BROADCASTING PVT LTD,HOLIDAYZ,"HINDI, ENGLISH & ALL OTHER INDIAN LANGUAGES",0,,,,,,,
250,MEDIA NETWORK BROADCASTING PVT LTD,MTUNES+,"HINDI, ENGLISH & ALL OTHER INDIAN LANGUAGES",0,,,,,,,
251,MEDIA NETWORK BROADCASTING PVT LTD,WOW,"HINDI, ENGLISH & ALL OTHER INDIAN LANGUAGES",0,,,,,,,
252,MEDIA WORLDWIDE LIMITED,SANGEET BHOJPURI,MULTILINGUAL,0,,,,,,,
253,MEDIA WORLDWIDE LIMITED,SANGEET MARATHI,HINDI/ENGLISH/ MARATHI,0,,,,,,,
254,MEDIA WORLDWIDE LIMITED,BANGLA TALKIES,"BENGALI, HINID, ENGLISH AND MULTILINGUAL",0,,,,,,,
255,MEDIA WORLDWIDE LIMITED,MUSIC INDIA,HINDI,0,,,,,,,
256,MEDIA WORLDWIDE LIMITED,SANGEET BANGLA,BENGALI,0,,,,,,,
257,MEDIA WORLDWIDE LIMITED,Hi-Dost!,"BENGALI, HINID, ENGLISH AND MULTILINGUAL",0,,,,,,,
258,Meenakshi Networks Pvt. Ltd.,Meenakshi TV,Tamil Langauge,0,,,,,,,
259,METRONATION CHENNAI TELEVISION PVT LTD,THANTHI TV (earlier NDTV HINDU CHENNAI),ENGLISH,0,,,,,,,
260,METRONATION CHENNAI TELEVISION PVT LTD,Malar TV,"Tamil, English & all scheduled Indian languages",0,,,,,,,
261,MGK PRINTING WORKS PVT LTD,"AAHO MUSIC (earlier known as Vaa Movies Hindi, NAAPTOL HD before that ALL TIME)","ENGLISH, HINDI, PUNJABI & ALL INDIA REGIONAL LANGUAGES",0,,,,,,,
262,MGK PRINTING WORKS PVT LTD,MGK NAAPTOL TAMIL (Earlier MGK),"HINDI, ENGLISH, PUNJABI AND ALL OTHER INDIAN LANGUAGES",0,,,,,,,
263,MGK PRINTING WORKS PVT LTD,NAAPTOL BANGLA (Earlier MGK STAR),"English, Hindi, Punjabi and all Indian language",0,,,,,,,
264,MGK PRINTING WORKS PVT LTD,NAAPTOL BLUE (Earlier Blue),"English, Hindi, Punjabi & all indian Languages",0,,,,,,,
265,MGM PROGRAMMING SERVICES INDIA PVT. LTD.,THE MGM,ENGLISH,0,,,,,,,
266,Mi Marathi Media Ltd,MI MARATHI,MARATHI,0,,,,,,,
267,MITCON INFRASPROJECT PRIVATE LIMITED,Power TV,ENGLISH/HINDI AND ALL OTHER REGIONAL LANGUAGES,0,,,,,,,
268,MITCON INFRASPROJECT PRIVATE LIMITED,KHUSHI,ENGLISH/HINDI AND ALL OTHER REGIONAL LANGUAGES,0,,,,,,,
269,MM TV LIMITED,MANORAMA NEWS CENTRAL,MALAYALAM,0,,,,,,,
270,MM TV LIMITED,MANORAMA NEWS NORTH,MALAYALAM,0,,,,,,,
271,MM TV LIMITED,MAZHAVIL MANORAMA (MANORAMA VISION),MALAYALAM,0,,,,,,,
272,MM TV LIMITED,MAZHAVIL MANORAMA HD (Earlier MANORAMA NEWS SOUTH),MALAYALAM,0,,,,,,,
273,MM TV LIMITED,MAZHAVIL MANORAMA INTERNATIONAL (earlier MANORAMA NEWS INTERNATIONAL),MALAYALAM,0,,,,,,,
274,MONICA BROADCASTING PRIVATE LIMITED,MAHAA NEWS (MAHAA TV),"TELUGU, HINDI & OTHER REGIONAL LANGUAGES",0,,,,,,,
275,MONICA BROADCASTING PRIVATE LIMITED,MANTAVYA NEWS (Earlier XTRA ),TELUGU,0,,,,,,,
276,MOON VISION PRIVATE LIMITED,MOON TV,TAMIL AND ENGLISH,0,,,,,,,
277,Movements Digital India Pvt. Ltd.,TUNES 6 MUSIC,"HINDI, TAMIL, ENGLISH,MALAYALAM, KANNADA, TELUGU AND ALL INDIAN LANGUAGES",0,,,,,,,
278,MPCR BROADCASTING SERVICE PRIVATE LIMITED,Maiboli (earlier DHAMAKAA /APNA TV),HINDI,0,,,,,,,
279,MUKUNDHAA NETWORK PRIVATE LIMITED,THENDREL TV,TAMIL,0,,,,,,,
280,Munny Entertainments Pvt Ltd.,Mahavira TV Channel-Jinvani Darshan,"PUNJABII, HINDI, ENGLISH, ALL OTHER INDAIN LANGUAGES",0,,,,,,,
281,Munny Entertainments Pvt Ltd.,"True Sports(earlier MANGAL KALASH, Oye Music)","PUNJABII, HINDI, ENGLISH, ALL OTHER INDAIN LANGUAGES",0,,,,,,,
282,N K MEDIA VENTURES PVT LTD,NAXATRA NEWS JHARKHAND BIHAR (NAXTRA BARNALII),BENGALI,0,,,,,,,
283,N K MEDIA VENTURES PVT LTD,NAXATRA TV,ORIYA,0,,,,,,,
284,N&D COMMUNICATIONS PVT. LTD.,PEPPERS,"ENGLISH, TAMIL, MALAYALAM, KANNADA, TELUGU AND OTHER INDIAN SCHEDULED LANGUAGES",0,,,,,,,
285,NAMAN BROADCASTING AND TELECOMMUNICATIONS PVT. LTD.,"Live Today-Tez Najar Sahi Khabar (Earlier SADHANA NEWS, SADHANA ARYAN NEWS, 24X7 BTV NEWS , Prabhatam LIFELINE)","Hindi, English as well as few Regional Languages",0,,,,,,,
286,NAMAN BROADCASTING AND TELECOMMUNICATIONS PVT. LTD.,Sadhna Bangla (earlier ISHWAR),"Hindi, English and All Others Indian Languages",0,,,,,,,
287,NAMAN BROADCASTING AND TELECOMMUNICATIONS PVT. LTD.,VIP News (Earlier known as Prabhatam HSB),"Hindi, English as well as few Regional Languages",0,,,,,,,
288,NARNE NETWORKS PRIVATE LIMITED,STUDIO N NEWS (Earlier STUDIO N),TELUGU/ HINDI/ ENGLISH,0,,,,,,,
289,NEESA TECHNOLOGIES PVT.LTD.,JANO DUNIYA,HINDI & ENGLISH,0,,,,,,,
290,NEO SPORTS BROADCAST PRIVATE LIMITED,NEO PRIME (earlier NEO CRICKET ),HINDI/ ENGLISH,0,,,,,,,
291,NEO SPORTS BROADCAST PRIVATE LIMITED,NEO SPORTS,HINDI/ ENGLISH/ REGIONAL LANGUAGES,0,,,,,,,
292,NEO TELEVISION LIMITED,SAAM TV,"English, Hindi & All Other Regional Langauges",0,,,,,,,
293,NEON SOLUTION PVT. LTD,FTV.COM INDIA,ENGLISH,0,,,,,,,
294,NEW ERA MEDIA CORPORATION CHENNAI PRIVATE LTD,Puthu Yugam (earlier KALAI SARAL),ALL INDIAN LANGUAGES,0,,,,,,,
295,NEW GENERATION MEDIA CORPORATION PVT LTD,PUTHIYA THAILAIMURAI,TAMIL/ ENGLISH/ OTHER SOUTH INDIAN LANGUAGES,0,,,,,,,
296,News 24 Broadcast India Ltd,"JK 24*7 (Earlier JK CHANNEL , AAPNO 24 (BIZ 24)",HINDI,0,,,,,,,
297,News 24 Broadcast India Ltd,NEWS24 THINK FIRST,HINDI,0,,,,,,,
298,News Nation Network Pvt. Ltd,"NEWS NATION (Earlier NATION TODAY, TULIP NEWS)",ALL INDIAN LANGUAGES,0,,,,,,,
299,News Nation Network Pvt. Ltd,NEWS STATE UTTARAKHAND/UTTAR PRADESH (Earlier UPASANA),ALL INDIAN LANGUAGES,0,,,,,,,
300,News Nation Network Pvt. Ltd,News State Madhya Pradesh/Chhatttisgarh,HINDI,0,,,,,,,
301,News Nation Network Pvt. Ltd,News State Bihar/Jharkhand,All Indian Languages,0,,,,,,,
302,News Nation Network Pvt. Ltd,News State Maharashtra/Goa,All Indian Languages,0,,,,,,,
303,News Nation Network Pvt. Ltd,News State Rajasthan,All Indian Languages,0,,,,,,,
304,NEWSPLUS TELEVISION PRIVATE LIMITED,News Plus,"Tamil, English & all other Indian scheduled languages",0,,,,,,,
305,Nexgen Telelinks Pvt. Ltd,Fateh TV,HINDI,0,,,,,,,
306,NOIDA SOFTWARE TECHNOLOGY PARK LTD.,HOPE TV,"ENGLISH, TAMIL, HINDI, TELUGU, MALAYALAM AND KANNADA",0,,,,,,,
307,NOIDA SOFTWARE TECHNOLOGY PARK LTD.,NHK WORLD TV,ENGLISH/ JAPANESE,0,,,,,,,
308,Nomad Films Ltd.,Green TV,"Hindi, English as well as few Regional Languages",0,,,,,,,
309,ODISHA TELEVISION LIMITED,O TV,ENGLISH / REGIONAL LANGUAGES,0,,,,,,,
310,OMEGA BROADCAST PVT LTD,ANB News,"HINDI, ENGLISH AND ALL OTHER INDIAN SCHEDULE LANGUAGE",0,,,,,,,
311,OMEGA BROADCAST PVT LTD,Sarv Dharm Sangam (Earlier known as 4 Real Entertainment),"Hindi, English and ALL Other Indian Languages",0,,,,,,,
312,OMEGA TV MEDIA PVT LTD,News India 24x7 (earlier UK NEWS),"HINDI, ENGLISH AND ALL OTHER INDIAN SCHEDULE LANGUAGE",0,,,,,,,
313,ONKAR ENTERTAINMENT PRIVATE LIMITED,ONKAR ONLY TRUTH,BENGALI/ HINDI/ ENGLISH/ ALL OTHER INDIAN SCHEDULES LANGUAGES,0,,,,,,,
314,OPPORTUNITY MEDIA PRIVATE LIMITED,A TV,ENGLISH,0,,,,,,,
315,OSCAR MEDIA PRIVATE LIMITED,Oscar Movies Bhojpuri (earlier MARATHI MUSIC),HINDI/ BHOJPURI/ ENGLISH/ MARATHI,0,,,,,,,
316,Page 3 Entertainment India Pvt. Ltd.,Power of God TV (Earlier known as Page 3),BANGLA,0,,,,,,,
317,PAL NEWS MEDIA PRIVATE LIMITED,CHANNEL NO.1,PUNJABI/ HINDI/ ENGLISH,0,,,,,,,
318,PALM BROADCASTING PRIVATE LIMITED,PRARTHANA BHAWAN TV (GATHA TV),ALL INDIAN LANGUAGES,0,,,,,,,
319,PARSHAVNATH MEDIA PVT. LTD.,JAI PARAS TV,ALL INDIAN LANGUAGES,0,,,,,,,
320,Paul E Commerce Pvt. Ltd.,PITAARA,All Indian languages,0,,,,,,,
321,PAUL ENTERTAINMENT PRIVATE LIMITED,9X TASHAN ,PANJABI,0,,,,,,,
322,PERFECT-OCTAVE MEDIA PROJECTS LIMITED,IN- SYNC,HINDI AND ENGLISH,0,,,,,,,
323,PIGEON INFORMATION TECHNOLOGY PRIVATE LIMITED,MOJO TV (earlier K News 24*7 (earlier NEWS & VIEWS ),ALL INDIAN LANGUAGES,0,,,,,,,
324,PINKCITY JEWEL HOUSE PVT. LTD.,INDOLOGY,HINDI /ENGLISH AND OTHER REGIONAL LANGUAGES,0,,,,,,,
325,PLANET E-SHOP HOLDINGS INDIA LIMITED,ARIRANG TV,ENGLISH,0,,,,,,,
326,PLANETCAST MEDIA SERVICES LTD,CGTN (Earlier CCTV NEWS),ENGLISH,0,,,,,,,
327,POLIMER MEDIA PRIVATE LIMITED,News J (earlier Polimer Kannada),KANNADA,0,,,,,,,
328,POLIMER MEDIA PRIVATE LIMITED,POLIMER,TAMIL,0,,,,,,,
329,POLIMER MEDIA PRIVATE LIMITED,POLIMER NEWS,TAMIL,0,,,,,,,
330,POLIMER MEDIA PRIVATE LIMITED,Sahana,Tamil,0,,,,,,,
331,PRABHATAM ADVERTISING PVT LTD,B News (earlier PRABHATAM NEWS MAHARASHTRA),HINDI/ ENGLISH/ AND OTHER INDIAN SCHEDULE LANGUAGE,0,,,,,,,
332,PRABHATAM ADVERTISING PVT LTD,JIA News (earlier PRABHATAM NEWS GUJARAT),GUJARATI/ ENGLISH/ AND OTHER INDIAN SCHEDULE LANGUAGE,0,,,,,,,
333,PRABHATAM ADVERTISING PVT LTD,PRAJAA KANNADA TV (Earlier PRABHATAM NEWS RAJASTHAN),HINDI/ ENGLISH/ AND OTHER INDIAN SCHEDULE LANGUAGE,0,,,,,,,
334,PRABHATAM ADVERTISING PVT LTD,The Nation Plus,PUNJABI/ ENGLISH/ AND OTHER INDIAN SCHEDULE LANGUAGE,0,,,,,,,
335,PRABHATAM ADVERTISING PVT LTD,Sadhna Bhakti,HINDI/ ENGLISH/ AND OTHER INDIAN SCHEDULE LANGUAGE,0,,,,,,,
336,PRIDE EAST ENTERTAINMENTS PRIVATE LIMITED,INDRADHANU,"HINDI, ENGLISH AND OTHER INDIA LANGUAGES",0,,,,,,,
337,PRIDE EAST ENTERTAINMENTS PRIVATE LIMITED,NEWS LIVE,ENGLISH/ HINDI/ NORTH EASTERN LANGUAGES,0,,,,,,,
338,PRIDE EAST ENTERTAINMENTS PRIVATE LIMITED,NEWS LIVE ODISHA (NOURTH EAST LIVE),"HINDI, ENGLISH AND OTHER INDIA LANGUAGES",0,,,,,,,
339,PRIDE EAST ENTERTAINMENTS PRIVATE LIMITED,RAMDHENU,"ASSAMASEME, HINDI, ENGLISH AND BENGALI",0,,,,,,,
340,PRIDE EAST ENTERTAINMENTS PRIVATE LIMITED,RANG,HINDI/ ENGLISH/ ASSAMI,0,,,,,,,
341,PRIYAMDA MEDIA & INFOTAINMENT PRIVATE LIMITED,FRONTIER TV,HINDI,0,,,,,,,
342,RACHANA TELEVISION PRIVATE LIMITED,BHAKTHI,TELUGU,0,,,,,,,
343,RACHANA TELEVISION PRIVATE LIMITED,N TV,TELUGU,0,,,,,,,
344,RACHANA TELEVISION PRIVATE LIMITED,VANITHA TV,TELUGU,0,,,,,,,
345,RAFTAAR MEDIA PRIVATE LIMITED,RAFTAAR MEDIA,HINDI ENGLISH AND ALL INDIAN SCHEDULED LANGUAGES,0,,,,,,,
346,RAHUL SPRINGS PVT LTD,R PLUS,BANGLA,0,,,,,,,
347,RAHUL SPRINGS PVT LTD,R PLUS GOLD (earlier R PLUS NEWS),BANGLA,0,,,,,,,
348,RAJ TELEVISION NETWORK LIMITED,RAJ MUSIX MALAYALAM,MALAYALAM,0,,,,,,,
349,RAJ TELEVISION NETWORK LIMITED,RAJ MUSIX TELUGU,TELUGU,0,,,,,,,
350,RAJ TELEVISION NETWORK LIMITED,RAJ NEWS KANNADA,TAMIL,0,,,,,,,
351,RAJ TELEVISION NETWORK LIMITED,RAJ NEWS MALAYALAM,MALAYALAM,0,,,,,,,
352,RAJ TELEVISION NETWORK LIMITED,RAJ NEWS TELUGU,TAMIL,0,,,,,,,
353,RAJ TELEVISION NETWORK LIMITED,RAJ PARIWAR,TELUGU,0,,,,,,,
354,RAJ TELEVISION NETWORK LIMITED,Raj Musix Kannada,KANNADA,0,,,,,,,
355,RAJ TELEVISION NETWORK LIMITED,Vissa TV,Telugu,0,,,,,,,
356,Rajasthan Patrika Pvt. Ltd.,Patrika TV Rajasthan,Hindi & English and All Other Languages,0,,,,,,,
357,RKM NEWS AND ENTERTAINMENT CHANNEL PVT LTD,TUNES 6 (earlier RKM GOLD NEC PULSE),HINDI/ PUNJABI/ ENNGLISH/ ALL OTHER INDIAN SCHEDULE LANGUAGES,0,,,,,,,
358,ROCKLAND MEDIA AND COMMUNICATION PRIVATE LIMITED,ASSAM TALKS (Earlier PRIME NEWS (ARYAN TV),HINDI/ ENGLISH/ ALL OTHER SCHEDULED LANGUAGES,0,,,,,,,
359,ROYALRAJ MEDIA PRIVATE LIMITED,MUSIC F (earlier M3M music..movie..masti / VARDAAN),"HINDI, ENGLISH AND ALL OTHER INDIAN SCHEDULE LANGUAGES",0,,,,,,,
360,RP TECHVISION INDIA PRIVATE LIMITED,KOLKATTA 24*7,BANGLA/HINDI/ENGLISH/NORTHEAST,0,,,,,,,
361,R-VISION INDIA PVT. LTD.,R VISION,ALL INDIAN LANGUAGE,0,,,,,,,
362,RVS NETWORK INDIA LIMITED,RVS CHANNEL,TELUGU,0,,,,,,,
363,S.B.MULTIMEDIA PVT. LTD.,IBC 24 (earlier ZEE 24 GHANTE-CHATTISGARH),HINDI,0,,,,,,,
364,S.D.BANSAL IRON AND STEEL PVT. LTD.,BANSAL NEWS,HINDI/ ENGLISH,0,,,,,,,
365,SAB GLOBAL ENTERTAINMENT MEDIA PVT. LTD.,DHAMMAL GUJJUU,GUJARATI,0,,,,,,,
366,SAB GLOBAL ENTERTAINMENT MEDIA PVT. LTD.,Seven (earlier SEVEN SISTERS RAINBOW),ALL LANGUAGES,0,,,,,,,
367,SADHNA MEDIA NETWORK PVT. LTD.,SADHNA PRIME NEWS (EARLIER: POSITIVE HEALTH),"HINDI, ENGLISH AND INDIAN SCHEDULED LANGUAGE",0,,,,,,,
368,SADHNA MEDIA NETWORK PVT. LTD.,Aryan TV National (earlier SADHNA ORISSA),HINDI,0,,,,,,,
369,SADHNA MEDIA NETWORK PVT. LTD.,Bhojpuri Dhamaka Dishum (earlier MAX VISION [CHITRA (EARLIER SADHNA)],HINDI,0,,,,,,,
370,SAFARI MULTIMEDIA PVT. LTD,SAFARI,MULTILINGUAL,0,,,,,,,
371,SAHANA FILMS PRIVATE LIMITED,JAI MAHARASHTRA,MARATHI/ ENGLISH / AND ALL OTHER INDIAN SCHEDULED LANGUAGES,0,,,,,,,
372,SAHANA FILMS PRIVATE LIMITED,SAHANA NEWS,ENGLISH/ HINDI,0,,,,,,,
373,Sahara India Commercial Corporation Ltd.,AALAMI SAHARA,HINDI,0,,,,,,,
374,Sahara India Commercial Corporation Ltd.,SAHARA FILMY,HINDI,0,,,,,,,
375,Sahara India Commercial Corporation Ltd.,SAHARA FIRANGI,HINDI,0,,,,,,,
376,Sahara India Commercial Corporation Ltd.,SAHARA ONE,HINDI/ENGLISH,0,,,,,,,
377,Sahara India Commercial Corporation Ltd.,SAHARA SAMAY BIHAR,HINDI,0,,,,,,,
378,Sahara India Commercial Corporation Ltd.,SAHARA SAMAY MP,HINDI,0,,,,,,,
379,Sahara India Commercial Corporation Ltd.,SAHARA SAMAY MUMBAI,HINDI,0,,,,,,,
380,Sahara India Commercial Corporation Ltd.,SAHARA SAMAY NCR,HINDI,0,,,,,,,
381,Sahara India Commercial Corporation Ltd.,SAHARA SAMAY UP,HINDI,0,,,,,,,
382,Sahara India Commercial Corporation Ltd.,SAMAY,HINDI,0,,,,,,,
383,Sai Babha Network Pvt. Ltd,Sai TV,"Tamil Malayalam, Telugu, Kannada, Hindi and English",0,,,,,,,
384,SAIRAM MEDIA NETWORK PVT. LTD.,SAIRAM TV,ALL INDIAN LANGUAGE,0,,,,,,,
385,SANATAN INDIA NETWORKING PRIVATE LIMITED,SANATAN TV,HINDI/ ENGLISH AND ALL INDIAN SCHEDULED LANGUAGES,0,,,,,,,
386,SANGEET AUDIO INDIA PRIVATE LIMITED,Jan-Tantra TV (earlier A1 TEHELKA HIMACHAL-HARYANA (Earlier known as HINDUSTAN LIVE /NEWS 17),"HINDI, ENGLISH AND ALL OTHER INDIAN SCHEDULE LANGUAGES",0,,,,,,,
387,Sangeet Television Network Pvt. Ltd.,Bhaktisagar2 (Initially granted as Hastey Raho then changed to iConcerts),"Hindi, English and all other Indian Schedule Languages",0,,,,,,,
388,SANSKAR INFO TV PRIVATE LIMITED,Sanskar (Initially known as Sanskar then changed to Sanskar HD),HINDI,0,,,,,,,
389,SANSKAR INFO TV PRIVATE LIMITED,Satsang (earlier SANSKAR SATSANG (EARLIER: SATSANG),HINDI,0,,,,,,,
390,Satcom Media Broadcast Pvt. Ltd,BALLE BALLE Non Stop Music (earlier Andy Haryana),"Hindi, English and all India Languages",0,,,,,,,
391,SATHIYAM MEDIA VISION PRIVATE LIMITED,SATHIYAM,TAMIL/ ENGLISH/ ALL OTHER INDIAN SCHEDULE LANGUAGES,0,,,,,,,
392,SATHYA DHARA COMMUNICATION PVT LTD,DARSHANA,MALAYALAM,0,,,,,,,
393,SAURABH INTERNATIONAL PRIVATE LIMITED,I NEWS,TELUGU/ ENGLISH/ HINDI/ AND NORTH INDIAN REGIONAL LANGUAGES,0,,,,,,,
394,SCAN MEDIA PVT.LTD.,National Voice Uttarpradesh/Uttrakhand (earlier SHALINI TV /GURU DIKSHA NEWS/ VEDA TV),ALL INDIAN LANGUAGES,0,,,,,,,
395,SEA TV NETWORK LIMITED,JINVANI,HINDI/ ENGLISH,0,,,,,,,
396,SEA TV NETWORK LIMITED,Non-Stop Samachar India (Initially Sea News then changed to Sea News Uttar Pradesh & Uttrakhand,HINDI/ ENGLISH/ ALL OTHER INDIAN LANGUAGE,0,,,,,,,
397,SEE MEDIA SERVICES PVT LTD,Swaraj Express SMBC (earlier SMBC Insight (earlier VOICE OF CENTRAL INDIA VOICE),"HINDI, ENGLISH AND ALL OTHER INDIAN SCHEDULE LANGUAGE",0,,,,,,,
398,SENTINEL BROADCASTING PVT LTD,India Voice (Earlier SENTINEL NEWS),ENGLISH/ HINDI/ ASSAMESE/ BENGALI/ KHASI/ BODO/ MANIPURI/ NAGAMIS,0,,,,,,,
399,SEVEN STAR SATELLITE PRIVATE LIMITED,CARE WORLD,HINDI,0,,,,,,,
400,SHALOM COMMUNICATIONS LIMITED,SHALOM TELEVISION,"MALAYALAM, English and All Indian Langauges",0,,,,,,,
401,SHARP EYE ADVERTISING PRIVATE LIMITED,MAHARASHTRA 1 (Earlier SADHANA NEWS-UTTARAKHAND/HIMACHAL PRADESH),HINDI,0,,,,,,,
402,SHARP EYE ADVERTISING PRIVATE LIMITED,SADHNA PLUS NEWS (Earlier SADHANA MADHYA PRADESH),HINDI,0,,,,,,,
403,SHARP EYE ADVERTISING PRIVATE LIMITED,Sadhna National (R.K. NEWS/KATYAYANI),HINDI,0,,,,,,,
