sno,broadcaster,channelName,lang,cost,genre,streamType,airtelChannelNum,dishTVChannelNum,sunDirectChannelNum,tataSkyChannelNum,d2hChannelNum
225,SRM INFOTAINMENT MEDIA PVT. LTD.,KALKI KANNADA (EARLIER: KALVI ),All Indian Languages,0,,,,,,,
226,YPT ENTERTAINMENT HOUSE PRIVATE LIMITED,"Kalki TV (earlier Satyaveeda TV, BHOJPURIA TV ,ERA CHANNEL)","Hindi,Bhojpuri,Punjabi,English,All Other Indian Scheduled Languages",0,,,,,,,
227,EASTERN MEDIA LIMITED,KANAK NEWS (Earlier KANAK TV & KANAK SAMBAD),Oriya,0,,,,,,,
228,Cinema 24x7 Pvt. Ltd,Kannada Naaptol,"Hindi,English,All Scheduled Indian Languages",0,,,,,,,
229,THE MATHRUBHUMI PRINTING AND PUBLISHING COMPANY LIMITED,Kappa TV (earlier MATHRUBHUMI NEWS CENTRAL),Malayalam,0,,,,,,,
230,KASHISH DEVELOPERS LTD.,KASHISH NEWS,"Hindi,English,All Other Indian Schedule Languages",0,,,,,,,
231,KASTHURI MEDIAS PRIVATE LIMITED,Kasthuri,Kannada,0,,,,,,,
232,KASTHURI MEDIAS PRIVATE LIMITED,Kasthuri News 24,Kannada,0,,,,,,,
233,VEECON MEDIA AND BROADCASTING PVT LTD,KATYAYANI,"Hindi,English,All Other Indian Schedule Language",0,,,,,,,
234,KERELA KAUMUDI PVT LTD,KAUMUDY,Malayalam,0,,,,,,,
235,COXSWAIN TECHNOLOGIES LIMITED,"KAVASAM TV (Earlier Archana, SPACETOON KIDS TV)","Hindi,Marathi",0,,,,,,,
236,kerala communications cable ltd.,Kerala Vision,"Malayalam,English,Punjabi,Fall Scheduled Indian Lanuguage",0,,,,,,,
237,DEVBHUMI BROADCAST PRIVATE LIMITED,KHABAR FAST,"Hindi,English,,All Other Indian Schedule Language",0,,,,,,,
238,VINMEHTA FILMS PRIVATE LIMITED,KHABRAIN ABHI TAK(ABHI TAK),"Hindi,Dialects",0,,,,,,,
239,KHUSBOO MULTIMEDIA PVT. LTD.,KHUSBOO BANGLA,"Hindi,Oriya,English,Bengali",0,,,,,,,
240,MITCON INFRASPROJECT PRIVATE LIMITED,KHUSHI,"English,Hindi,All Other Regional Languages",0,,,,,,,
241,RP TECHVISION INDIA PRIVATE LIMITED,KOLKATTA 24*7,"Bangla,Hindi,English,Northeast",0,,,,,,,
242,SST MEDIA PRIVATE LIMITED,KOLKATTA TV,Bangla,0,,,,,,,
243,NAMAN BROADCASTING AND TELECOMMUNICATIONS PVT. LTD.,"Live Today-Tez Najar Sahi Khabar (Earlier SADHANA NEWS, SADHANA ARYAN NEWS, 24X7 BTV NEWS , Prabhatam LIFELINE)","Hindi,English As Well As Few Regional Languages",0,,,,,,,
244,BPL MEDIA LIMITED,LIVING INDIA NEWS (Earlier FW News (REPORTER 24*7),"Hindi,Other Indian Scheduled Languages",0,,,,,,,
245,EXCLUSIVE VISION BROADCAST PVT. LTD.,Lord Buddha TV (earlier LORD BUDDHA SHARNAM TV (Earlier SHARNAM),"Hindi,English,All Other Indian Schedule Language",0,,,,,,,
246,LIVE NEWS INDIA NETWORK PVT LTD,Lotus News (Earlier known as NATION NEWS),"Hindi,English,All Other Indian Schedule Languages",0,,,,,,,
247,Love India Entertainment Private Limited,Love World,"Hindi,English,All Scheduled Indian Languages",0,,,,,,,
248,MADHA MEDIA RENAISSANCE PVT. LTD,Madha TV (earlier KRISHANA TV),"Tamil,English",0,,,,,,,
249,TELEONE CONSUMERS PRODUCT PVT. LTD.,MAHA MOVIE,"Hindi,English,All Others Indian Schedule Languages",0,,,,,,,
250,MONICA BROADCASTING PRIVATE LIMITED,MAHAA NEWS (MAHAA TV),"Telugu,Hindi,Other Regional Languages",0,,,,,,,
251,SHARP EYE ADVERTISING PRIVATE LIMITED,MAHARASHTRA 1 (Earlier SADHANA NEWS-UTTARAKHAND/HIMACHAL PRADESH),Hindi,0,,,,,,,
252,Munny Entertainments Pvt Ltd.,Mahavira TV Channel-Jinvani Darshan,"Punjabii,Hindi,English,All Other Indain Languages",0,,,,,,,
253,AADRI ENTERTAINMENT AND MEDIA WORKS PVT.LTD.,Mahua Plus (earlier AGRO ROYAL TV (Earlier AADRI WELLNESS),"Telugu,Hindi,English,Gujarati,Tamil,Kannada,Bengali,Malayalam",0,,,,,,,
254,MPCR BROADCASTING SERVICE PRIVATE LIMITED,Maiboli (earlier DHAMAKAA /APNA TV),Hindi,0,,,,,,,
255,MAKKAL THOLAI THODARPU KUZHUMAM LIMITED,MAKKAL TV,"Tamil,English",0,,,,,,,
256,HORIZON SATELLITE SERVICE PVT LTD,Malai Murasu (Earlier Jai Tamil TV Earlier known as HORIZON NEWS),All Indian Language,0,,,,,,,
257,Chennai Murasu Private Limited,Malai Murasu Seithikal,Tamil,0,,,,,,,
258,METRONATION CHENNAI TELEVISION PVT LTD,Malar TV,"Tamil,English,All Scheduled Indian Languages",0,,,,,,,
259,Cinema 24x7 Pvt. Ltd,Malayalam Naaptol,"Hindi,English,All Scheduled Indian Languages",0,,,,,,,
260,GN INFOMEDIA PVT LTD,"MANGALAM (Earlier REPORTER 24X7, GN News, GNN NEWS)","Hindi,English,All Other Indian Schedule Language",0,,,,,,,
261,Cobol Communications Pvt. Ltd.,Mango,"English,All Indian Languages",0,,,,,,,
262,MM TV LIMITED,MANORAMA NEWS CENTRAL,Malayalam,0,,,,,,,
263,MM TV LIMITED,MANORAMA NEWS NORTH,Malayalam,0,,,,,,,
264,CREATIVE CHANNEL ADVERTISING AND MARKETING PRIVATE,MANORANJAN GRAND,"Hindi,English,Other Indian Scheduled Languages",0,,,,,,,
265,CREATIVE CHANNEL ADVERTISING AND MARKETING PRIVATE,MANORANJAN MOVIES (Earlier Manoranjan Music),Hindi,0,,,,,,,
266,CREATIVE CHANNEL ADVERTISING AND MARKETING PRIVATE,MANORANJAN TV,"Hindi,English,Other Indian Scheduled Languages",0,,,,,,,
267,MONICA BROADCASTING PRIVATE LIMITED,MANTAVYA NEWS (Earlier XTRA ),Telugu,0,,,,,,,
268,TV VISION PVT. LTD.,MASTIII,Hindi,0,,,,,,,
269,THE MATHRUBHUMI PRINTING AND PUBLISHING COMPANY LIMITED,MATHRUBHUMI NEWS,Malayalam,0,,,,,,,
270,THE MATHRUBHUMI PRINTING AND PUBLISHING COMPANY LIMITED,MATHRUBHUMI NEWS NORTH,Malayalam,0,,,,,,,
271,THE MATHRUBHUMI PRINTING AND PUBLISHING COMPANY LIMITED,MATHRUBHUMI NEWS SOUTH,Malayalam,0,,,,,,,
272,KRISHNA SHOWBIZ SERVICES PVT. LTD.,MAUJA MOSTII,Hindi,0,,,,,,,
273,MM TV LIMITED,MAZHAVIL MANORAMA (MANORAMA VISION),Malayalam,0,,,,,,,
274,MM TV LIMITED,MAZHAVIL MANORAMA HD (Earlier MANORAMA NEWS SOUTH),Malayalam,0,,,,,,,
275,MM TV LIMITED,MAZHAVIL MANORAMA INTERNATIONAL (earlier MANORAMA NEWS INTERNATIONAL),Malayalam,0,,,,,,,
276,JOSH MEDIA VISION PVT LTD,MBC TV (VON JANTA KI AWAAZ),"Hindi,English,Bengali",0,,,,,,,
277,MADHYAMAM BROADCASTING LTD,MEDIA ONE TV,"Malayalam,English",0,,,,,,,
278,Meenakshi Networks Pvt. Ltd.,Meenakshi TV,Tamil Langauge,0,,,,,,,
279,MGK PRINTING WORKS PVT LTD,MGK NAAPTOL TAMIL (Earlier MGK),"Hindi,English,Punjabi,All Other Indian Languages",0,,,,,,,
280,M.H. ONE TV NETWORK LIMITED,MH 1,Hindi,0,,,,,,,
281,M.H. ONE TV NETWORK LIMITED,MH ONE NEWS,Hindi,0,,,,,,,
282,M.H. ONE TV NETWORK LIMITED,MH ONE SHRADDHA,Hindi,0,,,,,,,
283,Mi Marathi Media Ltd,MI MARATHI,Marathi,0,,,,,,,
284,MADURAI KRISHNA NETWORK PVT. LTD.,MK Six,All Indian Languages,0,,,,,,,
285,MADURAI KRISHNA NETWORK PVT. LTD.,MK TELEVISION,Tamil,0,,,,,,,
286,MADURAI KRISHNA NETWORK PVT. LTD.,MK Tunes,All Indian Languages,0,,,,,,,
287,SOFIYA ENTERTAINMENT PRIVATE LIMITED,MKN,"Hindi,Marathi",0,,,,,,,
288,PIGEON INFORMATION TECHNOLOGY PRIVATE LIMITED,MOJO TV (earlier K News 24*7 (earlier NEWS & VIEWS ),All Indian Languages,0,,,,,,,
289,MOON VISION PRIVATE LIMITED,MOON TV,"Tamil,English",0,,,,,,,
290,VISION CORPORATION LIMITED,Movie Plus,Hindi,0,,,,,,,
291,ASHIRWAD TELENETWORK PRIVATE LIMITED,MOVIES HOUSE (Earleir ASHIRWAD CLASSIC),"Hindi English,All Other Indian Scheduled Languages",0,,,,,,,
292,SOFTLINE CREATION PRIVATE LIMITED,MR TV,Hindi,0,,,,,,,
293,MEDIA NETWORK BROADCASTING PVT LTD,MTUNES+,"Hindi,English,All Other Indian Languages",0,,,,,,,
294,VIACOM 18 MEDIA PRIVATE LIMITED,MTV INDIES (EARLIER COLORS INTERNATIONAL/ V.18 MOVIES),"Hindi,English,Tamil,Telugu",0,,,,,,,
295,Mass Telecasting pvt. Ltd.,MUBU TV (EARLIER MT),"English,Hindi,Punjabi,,All Indian Reginal Language",0,,,,,,,
296,VISION CORPORATION LIMITED,MULTIPLEX (EARLIER VISION TV SHIKSHA),"Hindi,Dialects",0,,,,,,,
297,DERA TELEVISIONS PRIVATE LIMITED,MUNSIF TV,"Urdu,Hindi,English,Regional Languages",0,,,,,,,
298,ROYALRAJ MEDIA PRIVATE LIMITED,MUSIC F (earlier M3M music..movie..masti / VARDAAN),"Hindi,English,All Other Indian Schedule Languages",0,,,,,,,
299,MEDIA WORLDWIDE LIMITED,MUSIC INDIA,Hindi,0,,,,,,,
300,COXSWAIN TECHNOLOGIES LIMITED,"Music Zone (earlier 7 S MUSIC, NILCHAKARA)","South Indian Languages,All Other Scheduled Languages",0,,,,,,,
301,VIACOM 18 MEDIA PRIVATE LIMITED,MY TUBE,"Hindi,English,,Other Indian Regional",0,,,,,,,
302,RACHANA TELEVISION PRIVATE LIMITED,N TV,Telugu,0,,,,,,,
303,Cinema 24x7 Pvt. Ltd,Naaptol,"Hindi,English,All Scheduled Indian Languages",0,,,,,,,
304,MGK PRINTING WORKS PVT LTD,NAAPTOL BANGLA (Earlier MGK STAR),"English,Hindi,Punjabi,All Indian Language",0,,,,,,,
305,MGK PRINTING WORKS PVT LTD,NAAPTOL BLUE (Earlier Blue),"English,Hindi,Punjabi,All Indian Languages",0,,,,,,,
306,Sunny ENTERTAINMENT HOUSE PRIVATE LIMITED,Naaptol Kannada (earlier Gnext Discovery),"Punjabii,English,All Other Indain Languages",0,,,,,,,
307,DHARM MEDIA VENTURES PRIVATE LIMITED,Naaptol Malayalam (earlier DHARM SANGEET),All Indian Scheduled Languages,0,,,,,,,
308,GOOD NEWS CHANNEL PRIVATE LIMITED,Nambikkai Television,Tamil,0,,,,,,,
309,SCAN MEDIA PVT.LTD.,National Voice Uttarpradesh/Uttrakhand (earlier SHALINI TV /GURU DIKSHA NEWS/ VEDA TV),All Indian Languages,0,,,,,,,
310,N K MEDIA VENTURES PVT LTD,NAXATRA NEWS JHARKHAND BIHAR (NAXTRA BARNALII),Bengali,0,,,,,,,
311,N K MEDIA VENTURES PVT LTD,NAXATRA TV,Oriya,0,,,,,,,
312,NEO SPORTS BROADCAST PRIVATE LIMITED,NEO PRIME (earlier NEO CRICKET ),"Hindi,English",0,,,,,,,
313,NEO SPORTS BROADCAST PRIVATE LIMITED,NEO SPORTS,"Hindi,English,Regional Languages",0,,,,,,,
314,TV LIVE INDIA PRIVATE LIMITED,NEPAL 1 (EARLIER KNOWN AS TV LIVE),"Hindi,English,Bhojpuri,Nepali",0,,,,,,,
315,BHARAT HYDEL PROJECTS PRIVATE LIMITED,NETWORK 10,Hindi,0,,,,,,,
316,ASHOKA PRODUCTIONS AND COMMUNICATION PVT LTD,"News 1 India (earlier High News (earlier News1 India, CEE NEWS)","Hindi,English,All Other Indian Schedule Languages",0,,,,,,,
317,BRAHMAPUTRA TELE-PRODUCTIONS PRIVATE LIMITED,NEWS 11 (Earlier DY-365 UP),"Hindi,Bhojpuri",0,,,,,,,
318,MEDIA GURU NEWS PVT. LTD.,News 11 Bharart,"Hindi,English,All Other Indian Schedule Language",0,,,,,,,
319,Total Telefilms Pvt. Ltd,News 1st,All Indian Scheduled Languages,0,,,,,,,
320,SUMMA REAL MEDIA PRIVATE LIMITED,NEWS 7 (PRAMEYA NEWS),Odiya,0,,,,,,,
321,ALLIANCE BROADCASTING PRIVATE LIMITED,NEWS 7 TAMIL (Earlier REAL ESTATE ),Tamil,0,,,,,,,
322,ASSOCIATED BROADCASTING COMPANY PRIVATE LIMITED,NEWS 9,"Gujarati,Marathi,Hindi,Kannada,Malayalam,Telugu,Tamil,English,Other Indian Languages",0,,,,,,,
323,OMEGA TV MEDIA PVT LTD,News India 24x7 (earlier UK NEWS),"Hindi,English,All Other Indian Schedule Language",0,,,,,,,
324,POLIMER MEDIA PRIVATE LIMITED,News J (earlier Polimer Kannada),Kannada,0,,,,,,,
325,PRIDE EAST ENTERTAINMENTS PRIVATE LIMITED,NEWS LIVE,"English,Hindi,North Eastern Languages",0,,,,,,,
326,PRIDE EAST ENTERTAINMENTS PRIVATE LIMITED,NEWS LIVE ODISHA (NOURTH EAST LIVE),"Hindi,English,Other India Languages",0,,,,,,,
327,News Nation Network Pvt. Ltd,"NEWS NATION (Earlier NATION TODAY, TULIP NEWS)",All Indian Languages,0,,,,,,,
328,NEWSPLUS TELEVISION PRIVATE LIMITED,News Plus,"Tamil,English,All Other Indian Scheduled Languages",0,,,,,,,
329,News Nation Network Pvt. Ltd,News State Bihar/Jharkhand,All Indian Languages,0,,,,,,,
330,News Nation Network Pvt. Ltd,News State Madhya Pradesh/Chhatttisgarh,Hindi,0,,,,,,,
331,News Nation Network Pvt. Ltd,News State Maharashtra/Goa,All Indian Languages,0,,,,,,,
332,News Nation Network Pvt. Ltd,News State Rajasthan,All Indian Languages,0,,,,,,,
333,News Nation Network Pvt. Ltd,NEWS STATE UTTARAKHAND/UTTAR PRADESH (Earlier UPASANA),All Indian Languages,0,,,,,,,
334,BRAND VALUE COMMUNICATIONS PRIVATE LIMITED,NEWS TIME ASSAM,Assami,0,,,,,,,
335,BRAND VALUE COMMUNICATIONS PRIVATE LIMITED,NEWS TIME BANGLA,Bengali,0,,,,,,,
336,F7 BROADCAST PVT. LTD,"NEWS WORLD INDIA (earlier NAMOSTUTE INDIA, RR News )","Hindi,English,Other Indian Scheduled Languages",0,,,,,,,
337,TV 18 BROADCAST LTD.,News18 Bharat (earlier NEWS18 PUNJAB),"English,Hindi,All Scheduled Indain Language",0,,,,,,,
338,TV 18 BROADCAST LTD.,NEWS18 GOA,"English,Hindi,All Scheduled Indain Language",0,,,,,,,
339,TV 18 BROADCAST LTD.,"News18 India (earlier KHABAR 18, Earlier IBN 7 & JTV Channel-7)","Hindi,English,Indian Languages",0,,,,,,,
340,TV 18 BROADCAST LTD.,NEWS18 J&K,"English,Hindi,All Scheduled Indain Language",0,,,,,,,
341,News 24 Broadcast India Ltd,NEWS24 THINK FIRST,Hindi,0,,,,,,,
342,INFORMATION TV PRIVATE LIMITED,NewsX Kannada,"Hindi,English,Other North Indian Languages",0,,,,,,,
343,NOIDA SOFTWARE TECHNOLOGY PARK LTD.,NHK WORLD TV,"English,Japanese",0,,,,,,,
344,Shopping Zone India TV Pvt. Ltd,Nireekshana TV,Select Language,0,,,,,,,
345,VIKAAS TV ALLIANCE PVT LTD,NIRMANA,"Hindi,English,Gujrati,Other Indian Language",0,,,,,,,
346,VAARTHA BROADCASTING LTD,NO.1 NEWS (EARLIER VAARTHA),Telugu,0,,,,,,,
347,SEA TV NETWORK LIMITED,Non-Stop Samachar India (Initially Sea News then changed to Sea News Uttar Pradesh & Uttrakhand,"Hindi,English,All Other Indian Language",0,,,,,,,
348,Cinema 24x7 Pvt. Ltd,NT6,"Hindi,English,All Scheduled Indian Languages",0,,,,,,,
349,Cinema 24x7 Pvt. Ltd,NT7,"Hindi,English,All Scheduled Indian Languages",0,,,,,,,
350,Cinema 24x7 Pvt. Ltd,NT8,"Hindi,English,All Scheduled Indian Languages",0,,,,,,,
351,Cinema 24x7 Pvt. Ltd,NT9,"Hindi,English,All Scheduled Indian Languages",0,,,,,,,
352,ODISHA TELEVISION LIMITED,O TV,"English,Regional Languages",0,,,,,,,
353,KAMYAB TELEVISION PRIVATE LIMITED,ODISHA TIME (earlier KAMYAB TV),Oriya,0,,,,,,,
354,Landmark Infonet Pvt. Ltd.,Ok India (earlier known as L-TV),Hindi Language,0,,,,,,,
355,V S BROADCASTING PVT. LT.,OK MUSIC (EARLIER V S ENTERTAINMENT),"Hindi,All Indian Scheduled Language",0,,,,,,,
356,ONKAR ENTERTAINMENT PRIVATE LIMITED,ONKAR ONLY TRUTH,"Bengali,Hindi,English,All Other Indian Schedules Languages",0,,,,,,,
357,T. SARKAR PVT. LTD.,ORANGE TV,Bangla,0,,,,,,,
358,OSCAR MEDIA PRIVATE LIMITED,Oscar Movies Bhojpuri (earlier MARATHI MUSIC),"Hindi,Bhojpuri,English,Marathi",0,,,,,,,
359,Graphisads Private Limited,P Plus,"Hindi,English,Other Indian Scheduled Languages",0,,,,,,,
360,JANVANI BROADCASTING CORPORATION LTD,P7 GUJARATI,"Gujrati,English,All Other Indian Schedule Languages",0,,,,,,,
361,TOURISM AND TRAVEL MEDIA ENTERTAINMENT PRIVATE LIMITED,Paras Gold (earlier TRAVEL TRENDZ TV ),Hindi,0,,,,,,,
362,City Pulse Media India Pvt. Ltd,Paras-CITY Pulse,Hindi,0,,,,,,,
363,Rajasthan Patrika Pvt. Ltd.,Patrika TV Rajasthan,"Hindi,English,All Other Languages",0,,,,,,,
364,JAINSON MEDIA PRIVATE LIMITED,PBN (earlier SAMACHAR 24X7),"Hindi,English,All Other Indian Schedule Language",0,,,,,,,
365,God Media Pvt. Ltd.,Peace of Mind,"Hindi,English,All Other Indian Scheduled,World Languages",0,,,,,,,
366,YASH TV MEDIA PRIVATE LIMITED,Pearls Haryana Express (earlier Pearls NCR-Haryana-Rajasthan /PEARLS PUNJABI),"Hindi,English,All Other Indian Schedule Languages",0,,,,,,,
367,N&D COMMUNICATIONS PVT. LTD.,PEPPERS,"English,Tamil,Malayalam,Kannada,Telugu,Other Indian Scheduled Languages",0,,,,,,,
368,VIACOM 18 MEDIA PRIVATE LIMITED,PICK-A-TRICK,"Hindi,English,,Other Indian Regional",0,,,,,,,
369,Paul E Commerce Pvt. Ltd.,PITAARA,All Indian Languages,0,,,,,,,
370,ZEUS NETWORKING PRIVATE LIMITED,PLANET NEWS (earlier ZEUS NEWS),All Indian Languages,0,,,,,,,
371,Pen Music Private Limited,Play My Movie,Hindi,0,,,,,,,
372,Pen Music Private Limited,Play My Song,Hindi,0,,,,,,,
373,POLIMER MEDIA PRIVATE LIMITED,POLIMER,Tamil,0,,,,,,,
374,POLIMER MEDIA PRIVATE LIMITED,POLIMER NEWS,Tamil,0,,,,,,,
375,Page 3 Entertainment India Pvt. Ltd.,Power of God TV (Earlier known as Page 3),Bangla,0,,,,,,,
376,MITCON INFRASPROJECT PRIVATE LIMITED,Power TV,"English,Hindi,All Other Regional Languages",0,,,,,,,
377,VALUE VISION BROADCASTING PRIVATE LIMITED,POWER VISION,"Malayalam,English,Hindi",0,,,,,,,
378,AM Television Pvt. Ltd,PRAG (earlier NEWS BANGLA),"English,Hindi,North Eastern Languages",0,,,,,,,
379,PRABHATAM ADVERTISING PVT LTD,PRAJAA KANNADA TV (Earlier PRABHATAM NEWS RAJASTHAN),"Hindi,English,,Other Indian Schedule Language",0,,,,,,,
380,PALM BROADCASTING PRIVATE LIMITED,PRARTHANA BHAWAN TV (GATHA TV),All Indian Languages,0,,,,,,,
381,YASH TV ENTERTAINEMENT PVT.LTD.,"PROTIDIN TIME (earlier KHABAR 365 DIN, REPORTER HARYANA)","Hindi,English,All Other Indian Schedule Language",0,,,,,,,
382,G-NEXT MEDIA PRIVATE LIMITED,PTC CHAK DE,"Hindi,Punjabi",0,,,,,,,
383,G-NEXT MEDIA PRIVATE LIMITED,PTC Music,"Hindi,Punjabi,English",0,,,,,,,
384,G-NEXT MEDIA PRIVATE LIMITED,PTC NEWS,"Hindi,Punjabi",0,,,,,,,
385,G-NEXT MEDIA PRIVATE LIMITED,PTC PUNJABI,"Hindi,Punjabi",0,,,,,,,
386,G-NEXT MEDIA PRIVATE LIMITED,PTC Punjabi Gold,"Hindi,Punjabi,English",0,,,,,,,
387,G-NEXT MEDIA PRIVATE LIMITED,PTC Simran,"Hindi,Punjabi,English",0,,,,,,,
388,Graphisads Private Limited,PTunes,"Hindi,English,Other Indian Scheduled Languages",0,,,,,,,
389,WRITEMEN MEDIA PRIVATE LIMITED,Public Movies (earlier Public Comedy),Kannada,0,,,,,,,
390,WRITEMEN MEDIA PRIVATE LIMITED,Public Music,Kannada,0,,,,,,,
391,WRITEMEN MEDIA PRIVATE LIMITED,Public TV(TOP TV /KARNATAKA NEWS 24X7),Kannada,0,,,,,,,
392,NEW GENERATION MEDIA CORPORATION PVT LTD,PUTHIYA THAILAIMURAI,"Tamil,English,Other South Indian Languages",0,,,,,,,
393,NEW ERA MEDIA CORPORATION CHENNAI PRIVATE LTD,Puthu Yugam (earlier KALAI SARAL),All Indian Languages,0,,,,,,,
394,RAHUL SPRINGS PVT LTD,R PLUS,Bangla,0,,,,,,,
395,RAHUL SPRINGS PVT LTD,R PLUS GOLD (earlier R PLUS NEWS),Bangla,0,,,,,,,
396,R-VISION INDIA PVT. LTD.,R VISION,All Indian Language,0,,,,,,,
397,RAFTAAR MEDIA PRIVATE LIMITED,RAFTAAR MEDIA,"Hindi English,All Indian Scheduled Languages",0,,,,,,,
398,RAJ TELEVISION NETWORK LIMITED,Raj Musix Kannada,Kannada,0,,,,,,,
399,RAJ TELEVISION NETWORK LIMITED,RAJ MUSIX MALAYALAM,Malayalam,0,,,,,,,
400,RAJ TELEVISION NETWORK LIMITED,RAJ MUSIX TELUGU,Telugu,0,,,,,,,
401,RAJ TELEVISION NETWORK LIMITED,RAJ NEWS KANNADA,Tamil,0,,,,,,,
402,RAJ TELEVISION NETWORK LIMITED,RAJ NEWS MALAYALAM,Malayalam,0,,,,,,,
403,RAJ TELEVISION NETWORK LIMITED,RAJ NEWS TELUGU,Tamil,0,,,,,,,
404,RAJ TELEVISION NETWORK LIMITED,RAJ PARIWAR,Telugu,0,,,,,,,
405,COXSWAIN TECHNOLOGIES LIMITED,RAKSHANA TV,"Telugu,Hindi",0,,,,,,,
406,PRIDE EAST ENTERTAINMENTS PRIVATE LIMITED,RAMDHENU,"Assamaseme,Hindi,English,Bengali",0,,,,,,,
407,PRIDE EAST ENTERTAINMENTS PRIVATE LIMITED,RANG,"Hindi,English,Assami",0,,,,,,,
408,AM Television Pvt. Ltd,RENGONI,Assamese,0,,,,,,,
409,INDO ASIAN NEWS CHANNEL PVT LTD,REPORTER,Malayalam,0,,,,,,,
410,ARG Outlier Media Pvt. Ltd,Republic TV,"English,Hindi",0,,,,,,,
411,ARG Outlier Media Pvt. Ltd,REPUBLIC TV BHARAT,Hindi,0,,,,,,,
412,IMPACT TELEVISION PRIVATE LIMITED,"RM-RUJUMARGAM FROM DARKNESS TO LIGHT (earlier MU ODIA, KATHA TV)",All Indian Languages,0,,,,,,,
413,SUB NEWS AND BROADCASTING CORPORATION LTD,ROSE TV,"Hindi,Enlish,Other Indian Languages",0,,,,,,,
414,BRAND VALUE COMMUNICATIONS PRIVATE LIMITED,RUPASI BANGLA,"Bengali,Aasam",0,,,,,,,
415,LAMHAS SATELLITE SERVICES LIMITED,RUSSIA TODAY,English,0,,,,,,,
416,RVS NETWORK INDIA LIMITED,RVS CHANNEL,Telugu,0,,,,,,,
417,NEO TELEVISION LIMITED,SAAM TV,"English,Hindi,All Other Regional Langauges",0,,,,,,,
418,NAMAN BROADCASTING AND TELECOMMUNICATIONS PVT. LTD.,Sadhna Bangla (earlier ISHWAR),"Hindi,English,All Others Indian Languages",0,,,,,,,
419,PRABHATAM ADVERTISING PVT LTD,Sadhna Bhakti,"Hindi,English,,Other Indian Schedule Language",0,,,,,,,
420,SHARP EYE ADVERTISING PRIVATE LIMITED,Sadhna National (R.K. NEWS/KATYAYANI),Hindi,0,,,,,,,
421,SHARP EYE ADVERTISING PRIVATE LIMITED,Sadhna News Madhya Pradesh/ Chhatisgarh/ Rajasthan ( earlier SADHNA NEWS BIHAR ),Hindi,0,,,,,,,
422,SHARP EYE ADVERTISING PRIVATE LIMITED,SADHNA PLUS NEWS (Earlier SADHANA MADHYA PRADESH),Hindi,0,,,,,,,
423,SADHNA MEDIA NETWORK PVT. LTD.,SADHNA PRIME NEWS (EARLIER: POSITIVE HEALTH),"Hindi,English,Indian Scheduled Language",0,,,,,,,
424,SAFARI MULTIMEDIA PVT. LTD,SAFARI,Multilingual,0,,,,,,,
425,POLIMER MEDIA PRIVATE LIMITED,Sahana,Tamil,0,,,,,,,
426,SAHANA FILMS PRIVATE LIMITED,SAHANA NEWS,"English,Hindi",0,,,,,,,
427,Sahara India Commercial Corporation Ltd.,SAHARA FILMY,Hindi,0,,,,,,,
428,Sahara India Commercial Corporation Ltd.,SAHARA FIRANGI,Hindi,0,,,,,,,
429,Sahara India Commercial Corporation Ltd.,SAHARA ONE,"Hindi,English",0,,,,,,,
430,Sahara India Commercial Corporation Ltd.,SAHARA SAMAY BIHAR,Hindi,0,,,,,,,
431,Sahara India Commercial Corporation Ltd.,SAHARA SAMAY MP,Hindi,0,,,,,,,
432,Sahara India Commercial Corporation Ltd.,SAHARA SAMAY MUMBAI,Hindi,0,,,,,,,
433,Sahara India Commercial Corporation Ltd.,SAHARA SAMAY NCR,Hindi,0,,,,,,,
434,Sahara India Commercial Corporation Ltd.,SAHARA SAMAY UP,Hindi,0,,,,,,,
435,Sai Babha Network Pvt. Ltd,Sai TV,"Tamil Malayalam,Telugu,Kannada,Hindi,English",0,,,,,,,
436,SAIRAM MEDIA NETWORK PVT. LTD.,SAIRAM TV,All Indian Language,0,,,,,,,
437,TWO STAR MEDIA PVT.LTD.,Sakhi TV (earlier CHANNEL 5),"Punjabi,Hindi,English,All Other Indian Schedule Languages",0,,,,,,,
438,INDIRA TELEVISION LIMITED,Sakshi,"Hindi,English",0,,,,,,,
439,YPT ENTERTAINMENT HOUSE PRIVATE LIMITED,Salvation (earlier KALASH TV /ERA MOVIES),"Hindi,English,Punjabi,All Other Indian Schedule Languages",0,,,,,,,
440,YPT ENTERTAINMENT HOUSE PRIVATE LIMITED,Samachar Plus Rajasthan (earlier Buland News),"Hindi,English,Punjabi,All Other Idian Scheduled Languages",0,,,,,,,
441,Sahara India Commercial Corporation Ltd.,SAMAY,Hindi,0,,,,,,,
442,SANATAN INDIA NETWORKING PRIVATE LIMITED,SANATAN TV,"Hindi,English,All Indian Scheduled Languages",0,,,,,,,
443,THE SANDESH LIMITED,SANDESH NEWS,"Gujarati,Hindi,English Dialects",0,,,,,,,
444,MEDIA WORLDWIDE LIMITED,SANGEET BANGLA,Bengali,0,,,,,,,
445,MEDIA WORLDWIDE LIMITED,SANGEET BHOJPURI,Multilingual,0,,,,,,,
446,MEDIA WORLDWIDE LIMITED,SANGEET MARATHI,"Hindi,English,Marathi",0,,,,,,,
447,SANSKAR INFO TV PRIVATE LIMITED,Sanskar (Initially known as Sanskar then changed to Sanskar HD),Hindi,0,,,,,,,
